,Component 0,Component 1,clusters,year,abs_clean,country_code
3793,-22.955046,-45.032967,6,2020,"Provided is a rolled-article support mechanism with which packaging work on a rolled article such as adhesive tape is easy, and which allows the rolled article to be transported without incurring damage. Also provided are a pallet for rolled-article packaging and a rolled-article package that use the rolled-article support mechanism. A rolled-article support mechanism (12) comprises a lower support structure (18) that supports a lower section (24) of a rolled article (20). The lower support structure (18) comprises: a lower support body (27) provided with an upper section (30) of a shape and size that allow the upper section (30) to fit into a lower-end inner cavity (31) of a hollow cylindrical core (22); and a lower fixed plate (26) provided with a hole (28) of a shape and size that allow a lower section (29) of the lower support body (27) to be fit therein.",WO
3794,-56.602745,-38.057255,8,2012,The present disclosure relates to lighting device configurations with high color rendering by using groups of BSY or BSG LEDs (52X) which light is controlled (80) and combined with the light from red LEDs (52R) so as to obtain a white light on the black body locus of the 1931 CIE chromaticity diagram.,WO
3795,-13.715683,24.751415,5,2001,"A secure electronic file transfer system and methods of its use are provided. The sender issues a request to the DAD (Digital Asset Distribution) system causing files residing on local or remote computers to be transferred to the recipient via application and TCP/IP protocols. Client software may be automatically downloaded and installed to the sending and/or receiving device to facilitate the packaging and transfer of said file to a DAD server, and said file may optionally be propagated from said DAD server to additional DAD servers and other non-DAD servers.",WO
3796,-24.452225,-29.07941,6,2014,"The present invention is to provide a door lock device which is capable of minimizing the loss of a driving force by a lateral pressure of a thumb-turn gear and a thumb-turn rotating body or an assembly structure of the thumb-turn rotating body, and of minimizing a load during a manual operation by the thumb-turn rotating body or the assembly structure of the thumb-turn rotating body, wherein a groove acting as an idle rotation interval of a driving force is formed in the thumb-turn rotating body or the assembly structure of the thumb-turn rotating body so that when a user manually rotates a lever (or knob) for locking or unlocking a lockset of the door lock device, the manual rotation is separated from a driving motor, whereby the manual rotation of the lever (or knob) for locking or unlocking the lockset can be smoothly achieved even with a small power and the load of the driving motor can be minimized as well.",WO
3797,-54.23374,-37.520996,8,2018,"The present invention relates to a concentrating photovoltaic cell module capable of improving light-concentrating efficiency without daily solar tracking. According to an embodiment of the present invention, the concentrating photovoltaic cell module, which concentrates sunlight to convert solar energy into electrical energy, comprises: a light concentrating lens having a cylindrical body having a hollow hole, and pattern parts, formed on the inner or outer circumferential surface of the body, for concentrating light incident on one side of the body toward the outside of the opposite side of the body with respect to the central axis of the hollow hole; and a photovoltaic cell array in which a plurality of photovoltaic cells are arranged on the outer side of the light concentrating lens such that the light concentrated by the light concentrating lens is incident thereon.",WO
3798,-50.5485,-8.9911785,2,2000,"A spread-spectrum sliding matched-filter searcher system comprises a partial matched-filter (201) that receives the input spread-spectrum signal (101). The searcher matches samples of the input signal with a tap length m of the reference code (111) and produces a first correlation value. The first correlation value is compared to a first threshold. When it equals or exceeds the first threshold, the first correlation value is integrated (202) to produce a second correlation value. This second value is compared (203) with a second threshold, which if met signifies the detection of the multi-path signal. The process is repeated until all signification multi-path signals are detected. The design of the present invention is flexible in nature because the searcher can be programmed to act like a matched-filter, a correlator, or a combination of both while significantly improving the search time and reducing the amount of hardware and complexity characteristic of a matched-filter.",WO
3799,-37.84273,-7.2600403,2,2004,"Provided is the combined use of pulsating electromagnetic signals and dose of Botulinum toxin to treat patients suffering from osteoporosis. Also provided is the use of electromagnetic signals generated by pulsating, impulse-modulated direct current for the treatment of osteoporosis.",WO
3800,1.3864882,-21.258944,6,2020,"Provided is a composite member that improves the sensitivity of a gas sensor element. The composite member according to an embodiment of the present invention includes: a porous body; and a carbon mixture that is retained on the surface and in the inside of the porous body, and that includes a fibrous carbon nanohorn aggregate and a spherical carbon nanohorn aggregate.",WO
3801,-6.7121778,-27.802475,6,1995,"A sports trailer system (10) comprised of a first removable module (14), a second removable module (16), an integrally molded frame (12) shaped and adapted for the nesting of the first removable module and the second removable module within the frame, and a substantially flat floor surface (76) contiguous with the integrally molded frame. The frame contains at least 90 weight percent of nonmetallic material and is an integral, continuous structure comprised of at least three structural cross-member elements and at least two structural longitudinal structural elements.",WO
3802,35.158085,-2.6931221,11,2005,"The present invention provides a pod for preparing a beverage comprising: a rigid or semi-rigid sidewall (23); a rigid or semi-rigid upper surface (27) containing one more apertures (25) forming an inlet of the pod; a lower surface (22) formed at least partially from filtering material, the filtering material forming an outlet of the pod; the sidewall (22), upper surface (27) and lower surface (22) together defining a storage volume extending from the inlet to the outlet and containing a water-soluble composition, or a combination or mixture of water-soluble compositions for forming a beverage; wherein the rigid or semi-rigid sidewall (23) maintains a physical separation of the filtering material and the upper surface during use.",WO
3803,-54.34645,-36.397007,8,2017,"The invention relates toan optoelectronic device (10) comprising light-emitting components (16), each light-emitting component being adapted to emit a first radiation at a first wavelength, and photoluminescent blocks (32), each photoluminescent block facing at least one light-emitting component and comprising a single quantum well or multiple quantum wells (38), photoluminescent blocks being divided into first photoluminescent blocks adapted to convert by optical pumping the first radiation into a second radiation at a second wavelength, second photoluminescent blocks adapted to convert by optical pumping the first radiation into a third radiation at a third wavelength and third photoluminescent blocks adapted to convert by optical pumping the first radiation into a fourth radiation at a fourth wavelength.",WO
3804,-43.128036,7.7910423,9,1998,"The invention relates to a control cabinet having a frame with side walls. Said frame is composed of framing profiles in the form of separate profiled members and/or forming a single piece folded from the side walls. A mounting unit, substantially parallel to a vertical side wall, is placed with a mounting wall towards the inside of the control cabinet. Inserts such as electrical components to be integrated can be attached to said mounting unit. The aim of the invention is to provide efficient air conditioning inside the control cabinet. For this purpose, the mounting unit forms an air guiding channel with the side wall in order to evacuate heat generated by the components mounted on the mounting wall.",WO
3805,80.59829,2.6698446,14,2008,"The invention relates to coatings with a contact angle hysteresis in water as measured by the tilting plate method of at most 20° made from silyl-terminated linear prepolymers which may cross-link with the surface of the substrate for coating, wherein the silyl-terminated linear prepolymers may be obtained by reaction of compounds of general formula (I): X-A-X&#39; (I), where A = a polyoxyalkylene chain of ethylene oxide units or ethylene oxide and propylene oxide units with a maximum fraction of 50 wt. % of propylene oxide units based on the weight of A, X = OH, NH2, NHR, NR2 or OR, wherein R independently = a linear or branched 1-10C alkyl, a 6-10C alkaryl or aralkyl or a 5-10C aryl and the compound of general formula (I)has a number average molecular weight of at least 100g/mol, with compounds of general formula (II) Y-B-Si(OR1)r (R2)3-r, where Y= a group reactive with OH, NH2, NHR and/or NR2, B = a chemical bond or a divalent low-molecular weight organic group with preferably 1-50 carbon atoms, OR1 = a hydrolysable group, R2 = a linear or branched 1-6C alkyl and r = a number from 1 to 3 and optionally unreacted hydrogen atoms on the group X and/or the group X&#39; are optionally alkylated. The invention further relates to the production of such coatings and the use of the silyl-terminated linear pre-polymers fro production of sch coatings and application in mixtures with stellate silylated prepolymers.",WO
3806,53.14575,-17.674116,14,2010,The invention relates to a fuel comprising a dialkyl peroxide. The dialkyl peroxide can have the molecular formula C 8 H 18 O 2  and can be di-tert-butyl peroxide in particular.,WO
3807,80.067406,1.7466857,14,2002,"A compound of formula (I) wherein: A represents an aromatic 5 membered heterocycle, optionally containing, in addition to the nitrogen atom indicated in formula (I), one to three additional nitrogen atoms and optionally substituted by one or more groups “R” selected from halogen, -NraRb, C1-6alkyl, C2-6alkenyl, C3-6alkenyl, aryl, heteroaryl, hydroxy, -OC1-6alkyl, formyl, cyanao, trifluoromethyl, -CHNORa, -CO2Ra, CONRaRb,-NraC(O)Ra, -NraC(O)Ora, -OC(O)NraRb, -OC(O)Ra, -OC(O)ORa, or a C1-6alkyl group substituted by one or more groups selected from hydroxy, NraRb, -OC1-6alkyl, SRa, CHNORa, CO2Ra, CONRaRb, NraC(O)Ra, -NRaC(O)Ora, -OC(O)NraRb, -OC(O)Ra, -OC(O)ORa. X represents -NrxRy or -OC1-6alkyl optionally substituted by one or more groups selected from hydroxy, methoxy, halogen, amino and trifluoromethyl. Ra and Rb independently represents hydrogen or C1-6alkyl (preferably methyl); R1 represents hydrogen, C1-6alkyl or together R1 and R3 represents a CH2 moiety; R2 represents hydrogen, -OC1-6 alkyl, -O(O)C1-6alkyl or hydroxy; R3 represents hydrogen, hydroxy or together R3 and R1 represent a CH2 moiety; R4 represents hydrogen or C1-6 alkyl, optionally substituted by one or more groups selected from hydroxy, methoxy, halogen, amino and trifluoromethy; Rx and Ry independently represents hydrogen, benzyl, C3-6cylcoalkyl, C3-6alkenyl, C3-6alkynyl, C1-6alkyl optionally substituted by one or more groups selected from hydroxy, methoxy, halogen, NraRb and trifluoromethyl, -C1-6alkylcycloalkyl, -C1-6alkylheterocycle, C1-6alkylamino and C1-6alkythio or together Rx and Ry form a heterocycle; and pharmaceutically acceptable derivatives and solvates thereof.",WO
3808,0.039027438,4.419559,0,2017,"The invention relates to a device (10) for supporting and fastening heating pipes (20) of a heating system placed in subfloors, walls or ceilings of a building. The device (10) comprises: - a laminar body (1) having a first face (2) and an opposite second face (3), - a plurality of fastening elements (30) made in one piece on the first face of the laminar body and configured to fasten said heating pipes on the first face. The invention is characterized in that both the laminar body and the fastening elements of the device are in a mixture comprising at least one thermoplastic polymer and thermally conductive inorganic fillers.",WO
3809,-15.688398,-46.22674,6,2021,"The invention relates to a rotor for an electric rotation machine, to a method for producing the rotor, and to an electric rotation machine comprising the rotor. The rotor (1) for an electric rotation machine comprises a rotor shaft (10), at least one rotor body (20) which is connected to the rotor shaft (10) and which has at least one laminated core (25), a first axial contact element (23) on the rotor shaft (10) on a first axial side (21) of the rotor body (20) for blocking the translational degree of freedom of the rotor body (20) along the rotational axis (13) of the rotor (1) in a first direction (24), and a sleeve (30) which is fixed to the rotor shaft (10) on a second axial side (22) lying axially opposite the first axial contact element (23) for blocking the translational degree of freedom of the rotor body (20) along the rotational axis (13) of the rotor (1) in a second direction (34) opposite the first direction, wherein a rotor of a rotor position sensor device (40) is fixed on the sleeve (30). The aforementioned rotor, the method for producing the rotor, and the electric rotation machine comprising the rotor ensure a simple assembly and an axial fixation of all of the rotor components on the shaft in an inexpensive and variable manner while requiring little installation space.",WO
3810,-28.044823,-54.639946,6,2020,"Provided is a connector module that is disposed at an end of a communication cable used for 100 Mbps or faster communication, the connector module comprising a first terminal, a connector member that accommodates the first terminal, a cylindrical shield member that covers the outer periphery of the connector member, and a cylindrical electrically conductive rubber member that is electrically connected to the shield member, wherein: the shield member has, on the side where the end of the communication cable is inserted, an accommodation part for accommodating a portion of the electrically conductive rubber member; the electrically conductive rubber member has a first region accommodated inside the accommodation part and a second region not accommodated inside the accommodation part; the first region and the second region are integrally formed; the second region has a larger outside diameter than the first region; the outer peripheral surface of the first region has a first protrusion in contact with the inner peripheral surface of the accommodation part; and the outer peripheral surface of the second region has an annular second protrusion.",WO
3811,-5.3984747,58.52048,5,2003,"A method and apparatus are presented with which to conduct information surveys. Contemporary methods of accessing and exploiting information resources, including search techniques and category browsing, have become less effective and efficient at these tasks due to the growing infoglut and the widening knowledge gap between the content, structure, and navigational paths of information resources on the one hand, and what users know and desire of these on the other. The information survey method and apparatus disclosed herein enables a user to survey information in order to rapidly discover the area of the information resource that is most useful to them, the survey niche, and evaluate the knowledge and information found there (Figure 19).",WO
3812,-25.513577,-54.94323,6,2012,"The present invention addresses the technical issue of reducing problems associated with drinking from a cup-shaped receptacle comprising a flange, such as the difficulty of drinking and sense of discomfort that arise due to the flange. A synthetic resin cup receptacle comprises two members, a cup main body and a flange body. The cup main body is a member which is a cylindrical shape with a bottom, and, a bottom part is joined to the lower end part of the circumferential side wall of the cylindrical shape, and the flange body is a member in which an outward flange is provided around the upper end of a cylindrical fitting tube piece and a gas-venting groove is formed in the lower surface of the flange from the base end part towards the outer circumferential edge direction. The synthetic resin cup receptacle is constructed such that the fitting tube piece is insert-fitted into the upper end part of the circumferential wall and the flange body is removably attached to the upper end part of the cup main body.",WO
3813,-51.20328,35.51029,7,2019,"The present application discloses a display module and a display device. The display module is applied to a display device having a camera. The display module comprises a display panel and a cover plate, and a camera hole is provided on the display panel at a position opposite the camera; the cover plate covers the display panel, and the surface of one side of the cover plate facing the display panel is recessed to form an accommodating hole; the accommodating hole is provided opposite the camera hole; and an annular shielding layer is provided in the accommodating hole, so as to shield the edge of the camera hole.",WO
3814,-53.031033,-10.640788,2,2020,"In one implementation, a circuit can include a reference pin and an operational amplifier that can include an output pin, an inverting input pin and a non-inverting input pin. The inverting input pin can be electrically coupled to the output pin via a first impedance and to the reference pin via a second impedance. The non-inverting input pin can be electrically coupled to the reference pin via a third impedance and can be configured to receive a detection signal. The reference pin can be configured to receive a detection reference signal associated with the detection signal.",WO
3815,-2.2809565,43.510334,5,2018,"The present invention relates to a method and device for transmitting flight information. The method comprises: in a radio resource control (RRC) processing process, generating RRC signaling, the RRC signaling carrying information about a quantity of waypoints of an unmanned aerial vehicle; and transmitting the RRC signaling to a base station.",WO
3816,-57.739613,-15.254425,2,2002,"A loaded optical modulator includes an optical waveguide configured as a Maxh-Zehnder interferometer having first and second interferometric arms, a drive signal electrode configrued to the modulation of optical signals in both interferometric arms, and a plurality of loading capacitors connected to the drive signal electrode. The loading capacitors are asymmetrically configured such that the amount of modulation in the first interferometric arm differs from the amount of modulation in the second interferometric arm. The asymmetric nature of the loading capacitors generates a nonzero chirp in the modulated optical signal. Various dual-drive techniques for a loaded-line optical modulator having a plurality of drive electrodes are also disclosed.",WO
3817,-38.911877,29.978415,7,2015,"The subject innovation relates to an apparatus that includes an integrated case with all parts disposed within. The apparatus includes a processor, at least two displays, at least two cameras, and a storage system. The storage system comprises code to direct the processor to obtain input from the at least two cameras, and provide display information to the at least two displays.",WO
3818,-10.412529,10.500217,0,2009,"Device for holding a reaction vessel, especially in a vessel for the automatic analysis of chemical or biological samples, comprising a holding head (16) formed by a U channel (18) whose side walls (20) are extended by elastically deformable arms (22) for elastically gripping a reaction vessel.",WO
3819,-26.07191,-8.510681,6,2007,"This document discusses, among other things, a system and method for a coil array having a plurality of resonant elements capable of radiof requency transmission, reception, or both transmission and reception. One example includes a receive-only coil disposed within a transmit-only coil. Adjacent resonant elements are decoupled from one another by both capacitive elements and by the geometric configuration of the elements. Cables are coupled to each resonant element and are gathered at a junction in a particular manner.",WO
3820,20.141026,24.933456,10,2018,"The invention is related with an odor filter system which prevents unpleasant odors and harmful gases that may exit through a manhole cover, which consists of minimum two filter units (7) with a gas spacing in-between, and which is positioned on the inner surface of the manhole cover.",WO
3821,-23.123512,-55.28159,6,2006,"Featured is a vascular access device such as an IV catheter device including a housing, a tubular member and a seal member, and a securing mechanism. The housing includes a proximal and distal portion and a chamber that extends between the proximal and distal portions. The tubular member is coupled to the housing distal portion so it is fluidly coupled to the chamber. The seal member is disposed within the chamber and the securing mechanism secures the seal member distal end to the housing proximal portion so the seal member is sealingly and compressibly retained between a chamber proximal end and the securing mechanism. Such a seal member also is constituted so a portion of the seal member moves axially responsive to an axial force applied to the proximal end.",WO
3822,-56.238926,-7.131942,2,2020,"The present disclosure includes systems and methods for touch sensing. An electronic device includes a resistive sheet that is optically transmissive, a number of electrodes electrically coupled to the resistive sheet, the electrodes disposed at an edge of the resistive sheet and spaced apart at predetermined intervals, and a processor coupled to the number of electrodes. The processor is configured to generate, at a first of the electrodes, a first drive signal, generate, at a second of the electrodes, a second drive signal, each drive signal having a different frequency, measure an output of at least one of the electrodes, and determine, based on the output, a location of a touch input on the resistive sheet.",WO
3823,41.803307,5.407992,11,1993,"A process is disclosed for drying and curing radiation-curable lacquers, paints, glues and plastic layers which contain a plurality of photoinitiators which together cover a spectral range extending from the UV-B range to the visible range adjacent to the UV-A. The radiation source is a high energy electron flash generator whose radiation is adapted to the sensivity range of the photoinitiators and whose emission in the UV-C range is negligible. Advantageously, the radiation-curable mixtures contain at least three photoinitiators and cover an absorption range up to about 500 nm. According to the choice of photoinitiators and their concentration, curing may occur during successive flash discharges from the surface downwards or in the reverse direction. Preferably, the electron flash generator achieves an illuminance of 10 to 80 megalux per flash discharge. This process is suitable for a wide range of applications, for example for liquid flat coats and thick coatings, for pigmented mixtures, for protective layers on optical surfaces and scratch resistant anti-fogging layers which may be cured practically without thermally stressing the coated material.",WO
3824,-21.612806,23.304962,13,1999,"A selection button for a vending machine can have a three-dimensional shape which is suggestive of an item to be vended. Therefore, a consumer can be informed of the item to be vended upon activation of the button. Graphics can be included with this selection button to further suggest to the consumer the type of item to be vended.",WO
3825,42.00692,-39.5234,1,2011,The present invention provides a method for detecting the vicious cycles of inflammations and stresses by performing the step of detecting whether the sample has an NFA marker. A diagnostic kit for performing the method above is also provided.,WO
3826,16.745327,-20.896858,1,2013,"The present invention relates to a tarpaulin cover (7) for a utility vehicle (1) which delimits an interior (8) from the environment (U), the tarpaulin cover (7) having at least one slot (S1), which leads from the environment (U) to the interior (8) and which is limited by two adjacent components (20, 21, 25; 14, 15), and a utility vehicle (1) having such a cover. The invention creates, by simple means, a tarpaulin cover (7) which can be closed according to customs regulations and a correspondingly designed utility vehicle, which further reduces the risk of cargo manipulation invisible from outside. This is achieved by providing at least one tamper barrier (31-33) in the region of the slot, which prevents the interior (8) being accessed through the slot (S1), by fastening the tamper barrier (31-33) to one of the two components (20, 21, 25; 14, 15) and by the tamper barrier (31-33) loosely interacting with this component (14, 15) when it adjoins the respective other component (14, 15).",WO
3827,-55.02052,-8.303862,2,2009,"Embodiments of the invention provide apparatus, systems and methods for harvesting energy from bio-kinetic events to power various implanted medical devices. One embodiment provides an energy harvesting mechanism for a cardiac pacemaker comprising an energy converter and a signal path component. The energy converter is positionable inside a human body and configured to generate electric power signals in response to a bio-kinetic event of the human body such as a heart beat, respiration or arterial pulse. The converter can comprise a piezoelectric material which generates electricity in response to mechanical deformation of the converter. The converter can also have a power generation characteristic that is matched to the frequency of the bio-kinetic event. For heart beat powered applications, the power generation characteristic can be matched to the physiologic range of pulse rates.",WO
3828,-40.492546,29.672972,7,2001,"A method and system for imaging an artery contained in an arterial tree. A microprocessor generates a three-dimensional reconstruction of the arterial tree from two or more angiographic images obtained from different perspectives. The orientation of the axis of the artery in the arterial tree is then determined, and a perspective of the artery perpendicular to the axis of the artery is determined. A three dimensional reconstruction of the artery from angiographic images obtained from the determined perspective is then generated.",WO
3829,42.967262,9.56982,11,2010,"Disclosed is a copper-zinc alloy product which has a zinc content that is higher than 35 wt.% but not higher than 43 wt.% and which has a two-phase structure composed of an α phase and a β phase. The content of the β phase in the copper-zinc alloy is regulated to a value that is higher than 10% but less than 40%, and the crystal grains of the α phase and β phase are crushed into a flat shape and arranged in layers through cold working. The copper-zinc alloy product can be reduced in material cost because of the reduction in copper content. Since the content of the β phase has been suitably regulated, the alloy product can suitably retain strength and cold workability. Furthermore, since the α-phase and β-phase crystal grains are crushed into a flat shape and arranged in layers, this copper-zinc alloy product has excellent resistance to season cracking and to stress corrosion cracking.",WO
3830,-37.32823,26.877766,7,2018,"A display panel control method, apparatus, system, display panel, and device unit, relating to the field of air conditioning. The method comprises: saving parameters of an application program in a display panel during normal operation; when restarting the application program, acquiring the number of abnormal exit and restarting times of the application program; and, when the number of abnormal exit and restarting times of the application program is greater than zero, writing the parameters to the application program. After abnormal exit and restarting, the application program of the display panel can maintain the operating state before restarting. In addition, the application program is restarted by means of the operating system, such that there is no need for the user to manually restart the application program of the display panel, improving the user experience.",WO
3831,-30.602337,60.307274,13,2017,"Provided in the present application are a downlink data transmission method and device. The method comprises: a user plane apparatus receiving downlink data of a terminal; the user plane apparatus sending to an access network apparatus in a tracking area of the terminal, via a shared bearer, the downlink data; the access network apparatus receiving a context establishment request message sent by a control plane apparatus; the access network apparatus establishing, according to the context establishment request message, a radio bearer between the access network apparatus and the terminal; and the access network apparatus sending to the terminal the downlink data via the radio bearer. In this way, a transmission delay is reduced for downlink data, thus improving downlink data transmission efficiency.",WO
3832,42.196026,-28.215252,1,2009,"The present invention is directed to use of an agent capable of upregulating the Vps10p-domain receptor SorLA. In particular, the present invention relates to use of CTGF and/or BDNF and/or fragments and/or variants thereof for the inhibition of plaque formation thereby being useful in the treatment of Alzheimer&#39;s Disease or other disorders associated with elevated of amyloid beta or amyloid plaque.",WO
3833,11.7821045,-48.572563,4,2010,"A polymer foam layer is disclosed, comprising a polymer foam and a plurality of electrically conductive particles dispersed within the polymer foam, polymer foam layer having an unabraded first surface and an opposite, second surface, wherein the electrically conductive particles essentially continuously span the polymer foam layer, and a portion of the electrically conductive particles are exposed at the first surface of the layer and another portion of the electrically conductive particles are exposed at the second surface. The foams are useful as gaskets for electromagnetic shielding, grounding pads, battery contact conductive spring elements, and the like.",WO
3834,13.90001,-19.168732,1,2013,"The present invention relates to a linear drive system, particular pneumatic linear drive system having a guide rail (10)to which a pressurized gaseous fluid is supplied by a source connected to a supply bore(28), supplying said pressurized fluid to a flat surface (11) of said guide rail (10), carrying at least one movable slide (18), wherein the at least one slide (18) comprising a motor (64), which is controlled in a first or second direction of movement along said guide rail (10), depending on pressurization of at least one transversal block (12) above which said at least one slide (10) is positioned.",WO
3835,-31.97863,50.746864,13,2008,"The invention relates to a method for measuring the performance of at least one target server housing a dynamic tracking tool which may be controlled by scripts, said dynamic tracking tool comprising predefined probes for acquiring data relating to the behaviour of an operating system and applications of said target server. Said method comprises the following steps from a remote operating server: the dynamic tracking tool within the target server is accessed via a communication network, at least one script is downloaded before execution by the dynamic tracking tool and at given times the target server is automatically accessed in order to recover the performance data resulting from the execution of said script by the dynamic tracking tool.",WO
3836,60.35082,-14.722727,11,2005,"Process for preparing a modified alginate polymers are disclosed. The processes comprise the steps of covalently attaching a modifying moiety to one or more unmodified monomeric subunits of an alginate polymer; and changing one or more unmodified mannuronic (M) monomeric subunits of the alginate polymer to one or more unmodified guluronic (G) monomeric subunits by an enzymatic epimerization reaction performed in any order. Processes for preparing alginate gels, fiber, and compositions are also disclosed. Modified alginates in which only M monomeric subunits are modified, and alginate gels, fibers and compositions comprising the same, are disclosed.",WO
3837,-33.505733,41.8106,13,2016,"The invention provides systems and methods for monitoring the wellbeing of a fetus by the non-invasive detection and analysis of fetal cardiac activity data, utilizing a plurality of acoustic sensors.",WO
3838,69.40877,-16.510593,3,1996,"The present invention relates to a chemical compound of formula (I) as a neutral or acidic salt thereof where the counter ions are Li?+, Na+, K+, Mg2+, Ca2+, NH¿4+ or another pharmacologically acceptable positively charged inorganic or organic ion or any combination thereof and a pharmaceutical composition comprising as a pharmaceutically active ingredient at least one compound of formula (I).",WO
3839,18.689661,30.69869,10,2019,"A cylinder head cover assembly (100) for an all-terrain vehicle comprises: a cylinder head cover (1) having a fuel filling opening (11); and a fuel filling opening cover (2) provided at the fuel filling opening (11), wherein an outer peripheral wall of the fuel filling opening cover (2) or an inner peripheral wall of the fuel filling opening (11) is provided with multiple mating protrusions (21) arranged at intervals in a circumferential direction while the other is provided with multiple mating recesses arranged at intervals in a circumferential direction, when the mating protrusions (21) fit the mating recesses, the fuel filling opening cover (2) tightly fits the fuel filling opening (11), and when the mating protrusions (21) separate from the mating recesses, the fuel filling opening cover (2) can be remove from the fuel filling opening (11). Further provided is an all-terrain vehicle having the cylinder head cover assembly.",WO
3840,-54.01612,28.946772,7,2004,"A three-dimensional shape determining apparatus comprising pattern light projecting means for projecting a plurality of pattern lights including two pattern lights having different angular widths; image pickup means for picking up, at a position having a given distance from the pattern light projecting means, an image of a subject to which the plurality of pattern lights have been projected; and three-dimensional shape computing means for calculating the positions of the plurality of pattern lights projected to the subject to determine the three-dimensional shape of the subject.",WO
3841,14.60522,-57.723827,4,2002,"A method for improving inversion layer mobility in a silicon carbide metal-oxide semiconductor field-effect transistor (MOSFET) is provided. Specifically, the present invention provides a method for applying an oxide layer to a silicon carbide substrate so that the oxide-substrate interface of the resulting SiC MOSFET is improved. The method includes forming the oxide layer in the presence of metallic impurities.",WO
3842,-3.8753145,50.29734,5,2011,"A method, User Equipment, UE, (700), and first base station (800) serving a first cell (140) for performing an access request by the UE tor operatively connecting the UE to a second cell (110). The UE (700) obtains radio quality parameters indicating quality of radio reception between the UE and the first and second cells. Based on the obtained radio quality parameters, it is determined whether the UE is in a link imbalance zone (148) where the UE has an option to be connected to both the first cell (140) and the second cell (110). If so, the UE sends access request information, to the first base station (800) and indicates availability of the UE to be redirected to the second cell. The first base station (800) may redirect the UE to the second cell (110) when a load of the first cell ( 140) meets pre-defined load criteria.",WO
3843,-6.457958,55.868572,5,2014,"Presence information of a first user is relayed to a second user. Briefly described, in architecture, one embodiment of the system, among others includes, can be implemented as follows. A first communications client of a first user detects a change in the presence status of a first user and sends an alert message to a second communications client of a second user.",US
3844,12.029626,-48.209007,4,2012,Disclosed herein is an article comprising a plurality of domains fused together; wherein the domains comprise a core comprising a first metal; and a first layer disposed upon the core; the first layer comprising a second metal; the first metal being chemically different the second metal. Disclosed herein too is a method comprising rolling a sheet in a roll mill; the sheet comprising a first metal and having disposed upon each opposing face of the sheet a first layer that comprises a second metal; the second metal being chemically different from the first metal; cutting the sheet into a plurality of sheets; stacking the plurality of sheets; and rolling the stacked sheets in the roll mill to form a blank.,WO
3845,-29.31791,-46.10627,6,2017,"A fiber optic sensor is provided. The fiber optic sensor includes: a fixed portion configured to be secured to a body of interest; a moveable portion; a spring member positioned at least partially between the fixed portion and the moveable portion; an optical fiber wound in contact with the fixed portion and the moveable portion such that the optical fiber spans at least a portion of the spring; and an elastomeric material provided in contact with at least one of the fixed portion, the moveable portion, the spring member, the body of interest, and the optical fiber.",US
3846,54.86412,-37.86738,12,1999,"The subject invention provides means of identifying agents identified as capable of reducing levels of ROS or ROS level correlated indicators such as levels of LPs, AGEs, NFλB, PKC, or aldose reductase activation in insulin-independent cells grown under high glucose conditions.",WO
3847,-3.5535872,-35.144104,6,2007,"A side-reinforced run-flat tire having increased run-flat durability and riding comfort is easily press-molded by a normal bladder. The side-reinforced run-flat tire has a tread part (2), shoulder parts (3), side wall parts (4), and bead parts (5).  A bead core (6) and a bead filler (7) are installed in the bead parts (5).  A carcass ply (8) is constructed from a body part (8a) and a folded part (8b), and its each lateral end is extended from a crown part (9) to the bead parts (5) through the inner sides of the shoulder part (3) and the side wall part (4), folded back around the outer surfaces of the bead cores (6) from the lateral inner side to the outer side in the lateral direction of the tire, and turned up to the radial outer side of the tire.  Reinforcement rubber layers (11) are formed on the inner sides, in the lateral direction of the tire, of the side wall parts (4).  A bead reinforcement layer (12) is formed on that side (on the left side in the figure) of the tire where stress is increased during run-flat traveling.  Because those portions of the tire that are constructed from a rubber layer are left-right symmetric with respect to the equator, the side-reinforced run-flat tire can be easily press-molded by the normal bladder.",WO
3848,28.240257,-21.65274,1,2021,"The invention relates to LPS for use in inducing tolerance in a subject to food allergens associated with IgE-dependent food allergies, wherein LPS derived from the  E. coli  0111 :B4 strain is used which is administered to the subject prior to contact with the allergen.",WO
3849,-33.346474,50.32536,13,2015,"An embodiment of the present invention provides a data transmission method, transmitting end and receiving end and is applicable to a digital subscriber line (DSL). The method comprises: determining a correspondence relationship of bit loading, the correspondence relationship of the bit loading comprising: a sequence for loading bits of all subcarriers in K lines and a correspondence relationship between each subcarrier of all of the subcarriers and a number of the loading bits, wherein each line of the K lines comprises N subcarriers, K is a positive integer greater than or equal to 2, and N is a positive integer; according to the correspondence relationship of the bit loading, respectively loading bits of data to be transmitted to K*N subcarriers of the K lines; transmitting to the receiving end the K*N subcarriers after loading the bits. By loading bits and arranging the same between subcarriers of different lines, the embodiment of the present invention bonds a plurality of lines, thus improving bonding efficiency.",WO
